0.2		0.0		499.0	
0.2		0.005		194.0	
0.2		0.01		261.0	
0.2		0.015		249.0	
0.2		0.02		295.0	
0.2		0.025		332.0	
0.2		0.03		326.0	
0.2		0.035		291.0	
0.2		0.04		329.0	
0.2		0.045		383.0	
0.2		0.05		369.0	
0.2		0.055		499.0	
0.2		0.06		453.0	
0.2		0.065		499.0	
0.2		0.07		499.0	
0.2		0.075		499.0	
0.2		0.08		499.0	
0.2		0.085		499.0	
0.2		0.09		499.0	
0.2		0.095		499.0	
0.2		0.1		499.0	
0.2		0.105		499.0	
0.2		0.11		499.0	
0.2		0.115		499.0	
0.2		0.12		499.0	
0.2		0.125		499.0	
0.2		0.13		499.0	
0.2		0.135		499.0	
0.2		0.14		499.0	
0.2		0.145		499.0	
0.2		0.15		499.0	
0.2		0.155		499.0	
0.2		0.16		499.0	
0.2		0.165		499.0	
0.2		0.17		499.0	
0.2		0.175		499.0	
0.2		0.18		499.0	
0.2		0.185		499.0	
0.2		0.19		499.0	
0.2		0.195		499.0	

0.25		0.0		499.0	
0.25		0.005		180.0	
0.25		0.01		182.0	
0.25		0.015		201.0	
0.25		0.02		283.0	
0.25		0.025		286.0	
0.25		0.03		264.0	
0.25		0.035		294.0	
0.25		0.04		254.0	
0.25		0.045		347.0	
0.25		0.05		392.0	
0.25		0.055		367.0	
0.25		0.06		466.0	
0.25		0.065		476.0	
0.25		0.07		499.0	
0.25		0.075		499.0	
0.25		0.08		499.0	
0.25		0.085		499.0	
0.25		0.09		499.0	
0.25		0.095		499.0	
0.25		0.1		499.0	
0.25		0.105		499.0	
0.25		0.11		499.0	
0.25		0.115		499.0	
0.25		0.12		499.0	
0.25		0.125		499.0	
0.25		0.13		499.0	
0.25		0.135		499.0	
0.25		0.14		499.0	
0.25		0.145		499.0	
0.25		0.15		499.0	
0.25		0.155		499.0	
0.25		0.16		499.0	
0.25		0.165		499.0	
0.25		0.17		499.0	
0.25		0.175		499.0	
0.25		0.18		499.0	
0.25		0.185		499.0	
0.25		0.19		499.0	
0.25		0.195		499.0	

0.3		0.0		499.0	
0.3		0.005		230.0	
0.3		0.01		226.0	
0.3		0.015		165.0	
0.3		0.02		194.0	
0.3		0.025		173.0	
0.3		0.03		238.0	
0.3		0.035		213.0	
0.3		0.04		215.0	
0.3		0.045		253.0	
0.3		0.05		290.0	
0.3		0.055		350.0	
0.3		0.06		393.0	
0.3		0.065		421.0	
0.3		0.07		395.0	
0.3		0.075		477.0	
0.3		0.08		499.0	
0.3		0.085		499.0	
0.3		0.09		499.0	
0.3		0.095		499.0	
0.3		0.1		499.0	
0.3		0.105		499.0	
0.3		0.11		499.0	
0.3		0.115		499.0	
0.3		0.12		499.0	
0.3		0.125		499.0	
0.3		0.13		499.0	
0.3		0.135		499.0	
0.3		0.14		499.0	
0.3		0.145		499.0	
0.3		0.15		499.0	
0.3		0.155		499.0	
0.3		0.16		499.0	
0.3		0.165		499.0	
0.3		0.17		499.0	
0.3		0.175		499.0	
0.3		0.18		499.0	
0.3		0.185		499.0	
0.3		0.19		499.0	
0.3		0.195		499.0	

0.35		0.0		499.0	
0.35		0.005		134.0	
0.35		0.01		202.0	
0.35		0.015		95.0	
0.35		0.02		142.0	
0.35		0.025		174.0	
0.35		0.03		217.0	
0.35		0.035		167.0	
0.35		0.04		291.0	
0.35		0.045		256.0	
0.35		0.05		205.0	
0.35		0.055		209.0	
0.35		0.06		318.0	
0.35		0.065		326.0	
0.35		0.07		334.0	
0.35		0.075		323.0	
0.35		0.08		445.0	
0.35		0.085		471.0	
0.35		0.09		499.0	
0.35		0.095		499.0	
0.35		0.1		499.0	
0.35		0.105		499.0	
0.35		0.11		499.0	
0.35		0.115		499.0	
0.35		0.12		499.0	
0.35		0.125		499.0	
0.35		0.13		499.0	
0.35		0.135		499.0	
0.35		0.14		499.0	
0.35		0.145		499.0	
0.35		0.15		499.0	
0.35		0.155		499.0	
0.35		0.16		499.0	
0.35		0.165		499.0	
0.35		0.17		499.0	
0.35		0.175		499.0	
0.35		0.18		499.0	
0.35		0.185		499.0	
0.35		0.19		499.0	
0.35		0.195		499.0	

0.4		0.0		499.0	
0.4		0.005		144.0	
0.4		0.01		185.0	
0.4		0.015		81.0	
0.4		0.02		137.0	
0.4		0.025		193.0	
0.4		0.03		155.0	
0.4		0.035		198.0	
0.4		0.04		162.0	
0.4		0.045		207.0	
0.4		0.05		253.0	
0.4		0.055		233.0	
0.4		0.06		248.0	
0.4		0.065		176.0	
0.4		0.07		255.0	
0.4		0.075		306.0	
0.4		0.08		360.0	
0.4		0.085		422.0	
0.4		0.09		499.0	
0.4		0.095		474.0	
0.4		0.1		499.0	
0.4		0.105		499.0	
0.4		0.11		499.0	
0.4		0.115		499.0	
0.4		0.12		499.0	
0.4		0.125		499.0	
0.4		0.13		499.0	
0.4		0.135		499.0	
0.4		0.14		499.0	
0.4		0.145		499.0	
0.4		0.15		499.0	
0.4		0.155		499.0	
0.4		0.16		499.0	
0.4		0.165		499.0	
0.4		0.17		499.0	
0.4		0.175		499.0	
0.4		0.18		499.0	
0.4		0.185		499.0	
0.4		0.19		499.0	
0.4		0.195		499.0	

0.45		0.0		499.0	
0.45		0.005		126.0	
0.45		0.01		124.0	
0.45		0.015		138.0	
0.45		0.02		178.0	
0.45		0.025		98.0	
0.45		0.03		110.0	
0.45		0.035		106.0	
0.45		0.04		176.0	
0.45		0.045		117.0	
0.45		0.05		137.0	
0.45		0.055		220.0	
0.45		0.06		195.0	
0.45		0.065		213.0	
0.45		0.07		247.0	
0.45		0.075		215.0	
0.45		0.08		299.0	
0.45		0.085		282.0	
0.45		0.09		407.0	
0.45		0.095		405.0	
0.45		0.1		499.0	
0.45		0.105		499.0	
0.45		0.11		499.0	
0.45		0.115		499.0	
0.45		0.12		499.0	
0.45		0.125		499.0	
0.45		0.13		499.0	
0.45		0.135		499.0	
0.45		0.14		499.0	
0.45		0.145		499.0	
0.45		0.15		499.0	
0.45		0.155		499.0	
0.45		0.16		499.0	
0.45		0.165		499.0	
0.45		0.17		499.0	
0.45		0.175		499.0	
0.45		0.18		499.0	
0.45		0.185		499.0	
0.45		0.19		499.0	
0.45		0.195		499.0	

0.5		0.0		499.0	
0.5		0.005		150.0	
0.5		0.01		123.0	
0.5		0.015		153.0	
0.5		0.02		238.0	
0.5		0.025		140.0	
0.5		0.03		186.0	
0.5		0.035		111.0	
0.5		0.04		134.0	
0.5		0.045		181.0	
0.5		0.05		218.0	
0.5		0.055		206.0	
0.5		0.06		200.0	
0.5		0.065		208.0	
0.5		0.07		160.0	
0.5		0.075		254.0	
0.5		0.08		243.0	
0.5		0.085		279.0	
0.5		0.09		320.0	
0.5		0.095		359.0	
0.5		0.1		363.0	
0.5		0.105		482.0	
0.5		0.11		499.0	
0.5		0.115		499.0	
0.5		0.12		499.0	
0.5		0.125		499.0	
0.5		0.13		499.0	
0.5		0.135		499.0	
0.5		0.14		499.0	
0.5		0.145		499.0	
0.5		0.15		499.0	
0.5		0.155		499.0	
0.5		0.16		499.0	
0.5		0.165		499.0	
0.5		0.17		499.0	
0.5		0.175		499.0	
0.5		0.18		499.0	
0.5		0.185		499.0	
0.5		0.19		499.0	
0.5		0.195		499.0	

0.55		0.0		499.0	
0.55		0.005		130.0	
0.55		0.01		72.0	
0.55		0.015		122.0	
0.55		0.02		104.0	
0.55		0.025		115.0	
0.55		0.03		143.0	
0.55		0.035		129.0	
0.55		0.04		130.0	
0.55		0.045		86.0	
0.55		0.05		108.0	
0.55		0.055		147.0	
0.55		0.06		114.0	
0.55		0.065		158.0	
0.55		0.07		216.0	
0.55		0.075		184.0	
0.55		0.08		214.0	
0.55		0.085		217.0	
0.55		0.09		308.0	
0.55		0.095		331.0	
0.55		0.1		321.0	
0.55		0.105		419.0	
0.55		0.11		478.0	
0.55		0.115		457.0	
0.55		0.12		499.0	
0.55		0.125		499.0	
0.55		0.13		499.0	
0.55		0.135		499.0	
0.55		0.14		499.0	
0.55		0.145		499.0	
0.55		0.15		499.0	
0.55		0.155		499.0	
0.55		0.16		499.0	
0.55		0.165		499.0	
0.55		0.17		499.0	
0.55		0.175		499.0	
0.55		0.18		499.0	
0.55		0.185		499.0	
0.55		0.19		499.0	
0.55		0.195		499.0	

0.6		0.0		499.0	
0.6		0.005		150.0	
0.6		0.01		204.0	
0.6		0.015		117.0	
0.6		0.02		65.0	
0.6		0.025		122.0	
0.6		0.03		252.0	
0.6		0.035		79.0	
0.6		0.04		168.0	
0.6		0.045		104.0	
0.6		0.05		90.0	
0.6		0.055		120.0	
0.6		0.06		119.0	
0.6		0.065		201.0	
0.6		0.07		125.0	
0.6		0.075		185.0	
0.6		0.08		159.0	
0.6		0.085		269.0	
0.6		0.09		237.0	
0.6		0.095		294.0	
0.6		0.1		332.0	
0.6		0.105		272.0	
0.6		0.11		333.0	
0.6		0.115		455.0	
0.6		0.12		493.0	
0.6		0.125		499.0	
0.6		0.13		480.0	
0.6		0.135		499.0	
0.6		0.14		499.0	
0.6		0.145		499.0	
0.6		0.15		499.0	
0.6		0.155		499.0	
0.6		0.16		499.0	
0.6		0.165		499.0	
0.6		0.17		499.0	
0.6		0.175		499.0	
0.6		0.18		499.0	
0.6		0.185		499.0	
0.6		0.19		499.0	
0.6		0.195		499.0	

0.65		0.0		499.0	
0.65		0.005		117.0	
0.65		0.01		111.0	
0.65		0.015		71.0	
0.65		0.02		46.0	
0.65		0.025		66.0	
0.65		0.03		90.0	
0.65		0.035		84.0	
0.65		0.04		203.0	
0.65		0.045		83.0	
0.65		0.05		141.0	
0.65		0.055		146.0	
0.65		0.06		124.0	
0.65		0.065		86.0	
0.65		0.07		139.0	
0.65		0.075		135.0	
0.65		0.08		259.0	
0.65		0.085		246.0	
0.65		0.09		228.0	
0.65		0.095		152.0	
0.65		0.1		224.0	
0.65		0.105		207.0	
0.65		0.11		321.0	
0.65		0.115		286.0	
0.65		0.12		476.0	
0.65		0.125		445.0	
0.65		0.13		473.0	
0.65		0.135		499.0	
0.65		0.14		499.0	
0.65		0.145		499.0	
0.65		0.15		499.0	
0.65		0.155		499.0	
0.65		0.16		499.0	
0.65		0.165		499.0	
0.65		0.17		499.0	
0.65		0.175		499.0	
0.65		0.18		499.0	
0.65		0.185		499.0	
0.65		0.19		499.0	
0.65		0.195		499.0	

0.7		0.0		499.0	
0.7		0.005		218.0	
0.7		0.01		89.0	
0.7		0.015		120.0	
0.7		0.02		117.0	
0.7		0.025		109.0	
0.7		0.03		117.0	
0.7		0.035		60.0	
0.7		0.04		65.0	
0.7		0.045		61.0	
0.7		0.05		113.0	
0.7		0.055		202.0	
0.7		0.06		102.0	
0.7		0.065		83.0	
0.7		0.07		116.0	
0.7		0.075		113.0	
0.7		0.08		123.0	
0.7		0.085		151.0	
0.7		0.09		162.0	
0.7		0.095		162.0	
0.7		0.1		186.0	
0.7		0.105		218.0	
0.7		0.11		221.0	
0.7		0.115		331.0	
0.7		0.12		370.0	
0.7		0.125		426.0	
0.7		0.13		499.0	
0.7		0.135		396.0	
0.7		0.14		477.0	
0.7		0.145		499.0	
0.7		0.15		499.0	
0.7		0.155		499.0	
0.7		0.16		499.0	
0.7		0.165		499.0	
0.7		0.17		499.0	
0.7		0.175		499.0	
0.7		0.18		499.0	
0.7		0.185		499.0	
0.7		0.19		499.0	
0.7		0.195		499.0	

0.75		0.0		499.0	
0.75		0.005		138.0	
0.75		0.01		151.0	
0.75		0.015		144.0	
0.75		0.02		182.0	
0.75		0.025		105.0	
0.75		0.03		90.0	
0.75		0.035		92.0	
0.75		0.04		43.0	
0.75		0.045		96.0	
0.75		0.05		111.0	
0.75		0.055		114.0	
0.75		0.06		118.0	
0.75		0.065		105.0	
0.75		0.07		144.0	
0.75		0.075		127.0	
0.75		0.08		117.0	
0.75		0.085		96.0	
0.75		0.09		145.0	
0.75		0.095		144.0	
0.75		0.1		170.0	
0.75		0.105		150.0	
0.75		0.11		258.0	
0.75		0.115		286.0	
0.75		0.12		240.0	
0.75		0.125		246.0	
0.75		0.13		415.0	
0.75		0.135		448.0	
0.75		0.14		499.0	
0.75		0.145		499.0	
0.75		0.15		479.0	
0.75		0.155		499.0	
0.75		0.16		499.0	
0.75		0.165		499.0	
0.75		0.17		499.0	
0.75		0.175		499.0	
0.75		0.18		499.0	
0.75		0.185		499.0	
0.75		0.19		499.0	
0.75		0.195		499.0	

0.8		0.0		499.0	
0.8		0.005		133.0	
0.8		0.01		81.0	
0.8		0.015		69.0	
0.8		0.02		133.0	
0.8		0.025		111.0	
0.8		0.03		56.0	
0.8		0.035		48.0	
0.8		0.04		143.0	
0.8		0.045		99.0	
0.8		0.05		83.0	
0.8		0.055		104.0	
0.8		0.06		65.0	
0.8		0.065		100.0	
0.8		0.07		84.0	
0.8		0.075		100.0	
0.8		0.08		149.0	
0.8		0.085		132.0	
0.8		0.09		226.0	
0.8		0.095		94.0	
0.8		0.1		154.0	
0.8		0.105		148.0	
0.8		0.11		191.0	
0.8		0.115		184.0	
0.8		0.12		185.0	
0.8		0.125		273.0	
0.8		0.13		389.0	
0.8		0.135		424.0	
0.8		0.14		464.0	
0.8		0.145		499.0	
0.8		0.15		499.0	
0.8		0.155		499.0	
0.8		0.16		499.0	
0.8		0.165		499.0	
0.8		0.17		499.0	
0.8		0.175		499.0	
0.8		0.18		499.0	
0.8		0.185		499.0	
0.8		0.19		499.0	
0.8		0.195		499.0	

0.85		0.0		499.0	
0.85		0.005		150.0	
0.85		0.01		111.0	
0.85		0.015		48.0	
0.85		0.02		120.0	
0.85		0.025		65.0	
0.85		0.03		107.0	
0.85		0.035		176.0	
0.85		0.04		61.0	
0.85		0.045		100.0	
0.85		0.05		154.0	
0.85		0.055		150.0	
0.85		0.06		88.0	
0.85		0.065		106.0	
0.85		0.07		103.0	
